SA3_CODE_2021,recent_arrivals_2017_2021,new_arrivals_share,recent_arrivals_rate
30301,1406,9.830792896098448,2.590559015366474
30302,4821,22.08529937239452,6.0722472730936845
30303,5455,16.36909227306827,6.873306873306874
30304,2171,17.964418700868844,5.440148344901897
30305,3772,11.656005685856432,5.556046545883047
30306,4475,16.805618146312153,8.916118748754732
30401,713,6.4089887640449446,2.159559001696147
30402,1505,9.495867247,3.152954978735885
30403,5314,28.385235831419266,9.789076172054896
30404,1172,10.29605552139155,2.1631997637461007
30501,12750,35.71128476598605,14.57692615500703
30502,1844,17.026777469990765,4.155399314945015
30503,6658,24.534768028890444,6.653808100896436
30504,3177,21.727533853098077,5.265774949032868
30601,1325,9.316551821122204,2.2934191851005643
30602,3127,13.807568331346316,2.9642901155570724
30603,697,15.057247785698854,1.972660119435089
30604,467,17.81762685997711,3.811622592
30605,775,11.93225558121632,1.8065268065268063
30701,706,22.076297686053785,1.5956965916282435
30702,434,12.594312246082415,1.0125519107834446
30703,378,9.190371991247265,0.9104046242774568
30801,576,17.63085399449036,1.996603001837152
30803,1801,14.78896370504188,1.4840145023071851
30804,288,25.2410166520596,1.9844277544270652
30805,867,10.304254813406228,1.3650318822325436
30901,2721,15.6848051648605,4.097891566
30902,1228,11.676333555196347,2.135243692510998
30903,2283,10.08392226,3.290241687924251
30904,219,4.9840691852526176,1.0888480087505594
30905,641,7.337454212454213,1.778924874
30906,1453,7.772547341,2.0850074618298704
30907,4652,10.225074731844558,2.9431488909415293
30908,2250,12.445378616073898,4.174164703263269
30909,4170,18.42116888280249,6.466921001
30910,4170,24.97903438361088,9.226276080270814
31001,3797,12.06354249404289,4.823976318430715
31002,421,5.822959889349931,0.6256315758188195
31003,1387,8.509202454,1.1965870954940343
31004,3852,11.47487265036194,3.661527347388833
31101,75,4.1689827682045575,0.5111080823224751
31102,1124,9.87958161202426,2.426807150876587
31103,3339,11.540056680721642,3.566469419580868
31104,719,6.495618393712169,1.1664882053278822
31105,1812,9.877350776778414,2.811176443210202
31106,3017,11.358759082865856,3.815799459
31201,876,22.065491183879093,2.445492867
31202,1856,12.819450200303908,1.5251744171713604
31203,817,19.26432445178024,3.4941407920622702
31301,352,4.700226999599413,0.9492732126965292
31302,1634,11.770638236565336,2.0479526739945104
31303,418,19.11294010059442,2.8059340806873867
31304,889,7.180936995153473,1.2845521406794111
31305,988,6.787112729271142,1.5492935660409906
31401,971,5.743523009582397,1.0814603613035438
31402,3122,12.417962690425997,3.5451892395217057
31403,910,10.817879220161672,2.283792601515836
31501,337,13.35711454617519,1.0463563821529482
31502,693,18.45047923322684,2.281331270369029
31503,207,18.80108991825613,1.2008353637312914
31601,1749,12.361297618206232,2.9666191736210057
31602,2142,10.895218718209565,2.224183583406884
31603,2027,14.712927342672572,3.1834529549416546
31605,1379,11.360079083944312,2.955422203171881
31606,762,7.114845938,1.2906722674842053
31607,539,6.267441860465116,1.078086246899752
31608,231,4.988123515,0.9542694261990332
31701,6553,26.399967770526143,4.043589063242399
31801,561,17.266851338873497,1.352883015409844
31802,3730,13.779091244920576,1.934446634
31901,1740,14.198286413708692,1.855069991577556
31902,674,13.646487143146386,1.3567373887837677
31903,352,5.7179987004548405,0.6623887393914303
31904,793,6.875325125715277,1.2489762489762488
31905,257,4.973872653377201,0.5395872262697097
39797,14,73.68421052631578,7.650273224043716
39999,893,30.867611475976496,6.087252897068848
40101,5109,44.94985043111033,20.41476864061376
40102,778,6.158961367954401,0.9758789809716142
40103,2547,16.73675910106453,5.533347816641321
40104,3546,17.69019706,6.427056712522429
40105,2736,23.33873582,7.298530157121136
40106,1843,21.01961678832117,6.084717224074747
40107,2041,20.683015808674504,5.2819544007660255
40201,221,3.740690589031821,0.5860669866610093
40202,2150,9.828571428571427,2.1514629948364887
40203,6738,21.48802500239181,8.767158935658058
40204,7177,14.57910132,4.965063991698374
40205,2199,9.275741342219597,2.274984481688392
40301,1340,15.922053231939165,3.752345216
40302,4625,16.54207947351479,4.801403567053547
40303,2364,15.368612664152906,3.5661487403831647
40304,2020,5.406996975293771,1.1442619793466378
40401,4972,14.794096643656273,4.197835227
40402,2429,13.528265107212476,3.991914278
40403,4951,24.23515590582016,7.610249474
40501,290,6.678949792722248,0.7636603028308098
40502,163,7.280035730236713,0.7183464809836498
40503,174,8.422071636011616,0.640553674
40504,87,3.5222672064777325,0.3264295362449347
40601,586,9.210939955988682,1.0264135080221397
40602,554,21.53128643606685,2.167449139280125
40701,345,3.617869127516778,0.620581728
40702,1193,16.248978479978206,1.7845656759061197
40703,1211,14.744916595641056,1.699434457401872
49797,0,,0.0
49999,151,27.454545454545453,4.471424341131182
50101,916,7.906093561194545,1.5977115746877837
50102,1811,8.936590180113496,1.6838836251383091
50103,280,6.519208381839348,1.1733646230566148
50201,1649,5.916544078073984,1.5319441476760711
50301,3751,16.444541867601927,5.228967728444971
50302,9949,23.12537771372786,9.001176151271148
50401,2960,9.800350958514056,3.504534583599725
50402,387,3.645097485165301,0.883723054
50403,3812,7.614405848630726,2.570049351419865
50501,3714,6.243905719377291,2.311987599678787
50502,10146,12.969946437930638,4.874392863
50503,5897,6.936504575716941,2.8282159746002518
50601,2777,8.172935428806875,2.948483819
50602,5333,17.915210964794408,7.081208837900999
50603,8727,17.475669830589933,8.802792039
50604,6125,11.08196128098426,4.846648097740077
50605,831,4.951438956086516,1.414179231476124
50606,426,5.253422123566407,1.3212579864772656
50607,2103,13.953951297193283,4.840268827103665
50701,3219,8.153908506003344,2.7792167426440115
50702,1087,9.655356191152958,2.723628163367577
50703,1480,9.295898498838012,3.2267207360411625
50704,3190,8.668478260869565,3.005832634485098
50705,2363,5.719057069558062,1.7416235498754404
50901,943,8.064654066535534,1.5239172592113768
50902,742,7.631389488840893,1.326492303841822
50903,270,10.518114530580444,1.3948442423929328
51001,872,21.419798575288628,2.4848968425852047
51002,940,17.669172932330827,3.694532877412255
51003,773,13.94048693,2.612015949178888
51101,274,12.517131110095931,1.715716969
51102,370,21.082621082621085,3.879626716996959
51103,1398,16.81298857,3.6532782815480704
51104,662,8.735814198997097,1.2040523089794657
59797,22,15.942028985507244,4.280155642023346
59999,415,28.960223307745984,5.152079453755432
60101,161,12.70718232044199,0.8218898361325234
60102,1405,16.66271347248577,2.3748753401734253
60103,2643,23.16186136184384,4.556268100951593
60104,1211,15.476038338658146,3.305040801288175
60105,3831,24.27602813509917,6.944872469
60106,179,9.284232365145227,0.9667836889008912
60201,3123,22.15050712816512,3.575476558475013
60202,239,7.650448143,0.9854044693658778
60203,270,6.545454545454546,0.6818181818181818
60301,51,5.274043433298862,0.409967846
60302,182,5.343511450381679,0.8384392131570461
60303,149,14.231136580706782,1.9651806911105247
60401,550,11.398963730569948,1.0993843447669305
60402,839,15.764750093949642,1.7373118257304372
60403,252,12.78538812785388,1.4124768790987052
69797,0,,0.0
69999,26,17.56756756756757,1.888162672476398
70101,2726,28.33679833679833,10.079869841739388
70102,3578,19.54977598076713,6.541013875431894
70103,192,7.043286867204696,0.91502645
70104,1180,14.320388349514564,3.174090811276092
70201,1902,26.10485863299478,5.21510241013408
70202,135,25.51984877126654,2.553432948742198
70203,168,18.32061069,1.0629547611515344
70204,113,14.41326530612245,0.8829504610095327
70205,435,24.086378737541526,2.3213618656278348
79797,0,0.0,0.0
79999,203,43.00847457627119,5.800000000000001
80101,5600,18.637467966851933,5.279980388644271
80103,55,16.516516516516518,2.843846949327818
80104,5494,16.797627419206897,6.265824228461941
80105,4095,23.499368759325144,6.692488723279075
80106,1225,14.529711777962282,3.8775639402380353
80107,1525,8.046219595842347,1.7046534243972231
80108,565,10.143626570915618,2.293950466910272
80109,2478,20.190662429723787,6.308714580310089
80110,820,17.487737257410963,7.170966331438566
80111,6,12.76595744680851,0.96
89797,0,,
89999,20,17.857142857142858,3.3057851239669422
90101,22,3.0386740331491717,1.3002364066193852
90102,3,5.882352941,0.5059021922428331
90103,5,125.0,1.6129032258064515
90104,49,8.581436077057793,2.2394881170018284
99797,0,,
99999,0,,0.0
